trial,list_id,item_id,within_list_pos,train_id,within_train_pos,is_boundary,reward,expected_value,outcome_rpe,abs_outcome_rpe,encoding_drift,recall_prob,recalled,hypothesis,subject_id
40,1,40,16,6,4,0,51.93,34.7351,17.1949,17.1949,0.52579235,0.623942,0,H1_smaller_boundary,44
41,1,41,17,6,5,0,47.55,39.8936,7.6564,7.6564,0.5114846,0.632197,1,H1_smaller_boundary,44
42,1,42,18,7,0,1,76.24,42.1905,34.0495,34.0495,0.65107425,0.677177,1,H1_smaller_boundary,44
43,1,43,19,7,1,0,51.19,52.4054,-1.2154,1.2154,0.5018231,0.638978,1,H1_smaller_boundary,44
44,1,44,20,7,2,0,69.19,52.0408,17.1492,17.1492,0.5257238,0.629989,0,H1_smaller_boundary,44
45,1,45,21,7,3,0,40.9,57.1855,-16.2855,16.2855,0.52442825,0.610524,1,H1_smaller_boundary,44
46,1,46,22,7,4,0,32.17,52.2999,-20.1299,20.1299,0.53019485,0.63503,0,H1_smaller_boundary,44
47,1,47,23,7,5,0,59.94,46.2609,13.6791,13.6791,0.52051865,0.627967,1,H1_smaller_boundary,44
48,2,48,0,8,0,0,50.12,50.0,0.12,0.12,0.50018,0.639266,1,H1_smaller_boundary,44
49,2,49,1,8,1,0,68.73,50.036,18.694,18.694,0.528041,0.631212,1,H1_smaller_boundary,44
50,2,50,2,8,2,0,45.93,55.6442,-9.7142,9.7142,0.5145713,0.651764,1,H1_smaller_boundary,44
51,2,51,3,8,3,0,47.32,52.7299,-5.4099,5.4099,0.50811485,0.614119,1,H1_smaller_boundary,44
52,2,52,4,8,4,0,22.22,51.107,-28.887,28.887,0.5433305,0.626826,1,H1_smaller_boundary,44
53,2,53,5,8,5,0,59.16,42.4409,16.7191,16.7191,0.52507865,0.637181,0,H1_smaller_boundary,44
54,2,54,6,9,0,1,33.7,47.4566,-13.7566,13.7566,0.6206349,0.672032,1,H1_smaller_boundary,44
55,2,55,7,9,1,0,57.46,43.3296,14.1304,14.1304,0.5211956,0.638361,1,H1_smaller_boundary,44
56,2,56,8,9,2,0,43.97,47.5687,-3.5987,3.5987,0.50539805,0.613265,0,H1_smaller_boundary,44
57,2,57,9,9,3,0,78.17,46.4891,31.6809,31.6809,0.54752135,0.647807,0,H1_smaller_boundary,44
58,2,58,10,9,4,0,19.2,55.9934,-36.7934,36.7934,0.5551901,0.632286,1,H1_smaller_boundary,44
59,2,59,11,9,5,0,50.79,44.9554,5.8346,5.8346,0.5087519,0.617935,0,H1_smaller_boundary,44
60,2,60,12,10,0,1,65.84,46.7058,19.1342,19.1342,0.6287013,0.701185,1,H1_smaller_boundary,44
61,2,61,13,10,1,0,22.54,52.446,-29.906,29.906,0.544859,0.657587,1,H1_smaller_boundary,44
62,2,62,14,10,2,0,56.04,43.4742,12.5658,12.5658,0.5188487,0.634617,0,H1_smaller_boundary,44
63,2,63,15,10,3,0,48.85,47.244,1.606,1.606,0.502409,0.631729,1,H1_smaller_boundary,44
64,2,64,16,10,4,0,63.75,47.7258,16.0242,16.0242,0.5240363,0.622968,0,H1_smaller_boundary,44
65,2,65,17,10,5,0,39.28,52.533,-13.253,13.253,0.5198795,0.601647,0,H1_smaller_boundary,44
66,2,66,18,11,0,1,69.71,48.5571,21.1529,21.1529,0.63172935,0.694259,0,H1_smaller_boundary,44
67,2,67,19,11,1,0,72.82,54.903,17.917,17.917,0.5268755,0.636975,1,H1_smaller_boundary,44
68,2,68,20,11,2,0,63.82,60.2781,3.5419,3.5419,0.50531285,0.607256,1,H1_smaller_boundary,44
69,2,69,21,11,3,0,58.92,61.3407,-2.4207,2.4207,0.50363105,0.60683,0,H1_smaller_boundary,44
70,2,70,22,11,4,0,57.85,60.6145,-2.7645,2.7645,0.50414675,0.633064,1,H1_smaller_boundary,44
71,2,71,23,11,5,0,65.52,59.7851,5.7349,5.7349,0.50860235,0.621339,1,H1_smaller_boundary,44
72,3,72,0,12,0,0,76.34,50.0,26.34,26.34,0.53951,0.652243,1,H1_smaller_boundary,44
73,3,73,1,12,1,0,52.49,57.902,-5.412,5.412,0.508118,0.62506,0,H1_smaller_boundary,44
74,3,74,2,12,2,0,48.19,56.2784,-8.0884,8.0884,0.5121326,0.625536,1,H1_smaller_boundary,44
75,3,75,3,12,3,0,66.12,53.8519,12.2681,12.2681,0.51840215,0.650018,1,H1_smaller_boundary,44
76,3,76,4,12,4,0,56.53,57.5323,-1.0023,1.0023,0.50150345,0.645286,1,H1_smaller_boundary,44
77,3,77,5,12,5,0,32.47,57.2316,-24.7616,24.7616,0.5371424,0.625226,1,H1_smaller_boundary,44
78,3,78,6,13,0,1,33.61,49.8031,-16.1931,16.1931,0.62428965,0.674807,0,H1_smaller_boundary,44
79,3,79,7,13,1,0,26.39,44.9452,-18.5552,18.5552,0.5278328,0.627657,0,H1_smaller_boundary,44
80,3,80,8,13,2,0,37.25,39.3786,-2.1286,2.1286,0.5031929,0.619777,1,H1_smaller_boundary,44
81,3,81,9,13,3,0,62.5,38.74,23.76,23.76,0.53564,0.622978,1,H1_smaller_boundary,44
82,3,82,10,13,4,0,49.39,45.868,3.522,3.522,0.505283,0.622724,0,H1_smaller_boundary,44
83,3,83,11,13,5,0,85.07,46.9246,38.1454,38.1454,0.5572181,0.646802,1,H1_smaller_boundary,44
84,3,84,12,14,0,1,47.18,58.3682,-11.1882,11.1882,0.6167823,0.670218,1,H1_smaller_boundary,44
85,3,85,13,14,1,0,41.01,55.0118,-14.0018,14.0018,0.5210027,0.621774,1,H1_smaller_boundary,44
86,3,86,14,14,2,0,36.3,50.8112,-14.5112,14.5112,0.5217668,0.635857,0,H1_smaller_boundary,44
87,3,87,15,14,3,0,64.89,46.4579,18.4321,18.4321,0.52764815,0.622668,0,H1_smaller_boundary,44
88,3,88,16,14,4,0,54.98,51.9875,2.9925,2.9925,0.50448875,0.627997,1,H1_smaller_boundary,44
89,3,89,17,14,5,0,69.54,52.8853,16.6547,16.6547,0.52498205,0.632196,0,H1_smaller_boundary,44
90,3,90,18,15,0,1,63.21,57.8817,5.3283,5.3283,0.60799245,0.673109,1,H1_smaller_boundary,44
91,3,91,19,15,1,0,43.1,59.4802,-16.3802,16.3802,0.5245703,0.635171,0,H1_smaller_boundary,44
92,3,92,20,15,2,0,6.21,54.5661,-48.3561,48.3561,0.57253415,0.646443,1,H1_smaller_boundary,44
93,3,93,21,15,3,0,63.83,40.0593,23.7707,23.7707,0.53565605,0.623885,1,H1_smaller_boundary,44
94,3,94,22,15,4,0,64.14,47.1905,16.9495,16.9495,0.52542425,0.613499,0,H1_smaller_boundary,44
95,3,95,23,15,5,0,57.13,52.2753,4.8547,4.8547,0.50728205,0.620526,1,H1_smaller_boundary,44
0,0,0,0,0,0,0,70.4,50.0,20.4,20.4,0.5306,0.632921,0,H1_smaller_boundary,45
1,0,1,1,0,1,0,80.06,56.12,23.94,23.94,0.53591,0.653684,1,H1_smaller_boundary,45
2,0,2,2,0,2,0,50.54,63.302,-12.762,12.762,0.519143,0.625088,0,H1_smaller_boundary,45
3,0,3,3,0,3,0,57.53,59.4734,-1.9434,1.9434,0.5029151,0.624587,1,H1_smaller_boundary,45
4,0,4,4,0,4,0,63.96,58.8904,5.0696,5.0696,0.5076044,0.622979,1,H1_smaller_boundary,45
5,0,5,5,0,5,0,35.43,60.4113,-24.9813,24.9813,0.53747195,0.625431,1,H1_smaller_boundary,45
6,0,6,6,1,0,1,59.62,52.9169,6.7031,6.7031,0.61005465,0.660516,1,H1_smaller_boundary,45
7,0,7,7,1,1,0,28.56,54.9278,-26.3678,26.3678,0.5395517,0.642715,1,H1_smaller_boundary,45
8,0,8,8,1,2,0,91.1,47.0175,44.0825,44.0825,0.56612375,0.659368,1,H1_smaller_boundary,45
9,0,9,9,1,3,0,44.64,60.2422,-15.6022,15.6022,0.5234033,0.616291,1,H1_smaller_boundary,45
10,0,10,10,1,4,0,96.24,55.5616,40.6784,40.6784,0.5610176,0.640429,0,H1_smaller_boundary,45
11,0,11,11,1,5,0,36.4,67.7651,-31.3651,31.3651,0.54704765,0.64376,1,H1_smaller_boundary,45
12,0,12,12,2,0,1,71.01,58.3556,12.6544,12.6544,0.6189816,0.655216,1,H1_smaller_boundary,45
13,0,13,13,2,1,0,46.18,62.1519,-15.9719,15.9719,0.52395785,0.647449,0,H1_smaller_boundary,45
14,0,14,14,2,2,0,52.75,57.3603,-4.6103,4.6103,0.50691545,0.619713,1,H1_smaller_boundary,45
15,0,15,15,2,3,0,31.11,55.9772,-24.8672,24.8672,0.5373008,0.648797,0,H1_smaller_boundary,45
16,0,16,16,2,4,0,62.91,48.5171,14.3929,14.3929,0.52158935,0.634062,0,H1_smaller_boundary,45
17,0,17,17,2,5,0,62.79,52.8349,9.9551,9.9551,0.51493265,0.625126,1,H1_smaller_boundary,45
18,0,18,18,3,0,1,39.08,55.8215,-16.7415,16.7415,0.6251122499999999,0.68933,1,H1_smaller_boundary,45
19,0,19,19,3,1,0,14.42,50.799,-36.379,36.379,0.5545685,0.650412,1,H1_smaller_boundary,45
20,0,20,20,3,2,0,27.05,39.8853,-12.8353,12.8353,0.51925295,0.626871,1,H1_smaller_boundary,45
21,0,21,21,3,3,0,20.05,36.0347,-15.9847,15.9847,0.5239770499999999,0.645304,1,H1_smaller_boundary,45
22,0,22,22,3,4,0,24.65,31.2393,-6.5893,6.5893,0.50988395,0.611336,0,H1_smaller_boundary,45
23,0,23,23,3,5,0,89.74,29.2625,60.4775,60.4775,0.5907162499999999,0.665077,0,H1_smaller_boundary,45
24,1,24,0,4,0,0,39.0,50.0,-11.0,11.0,0.5165,0.633396,1,H1_smaller_boundary,45
25,1,25,1,4,1,0,34.0,46.7,-12.7,12.7,0.51905,0.617673,1,H1_smaller_boundary,45
26,1,26,2,4,2,0,55.02,42.89,12.13,12.13,0.518195,0.630123,1,H1_smaller_boundary,45
27,1,27,3,4,3,0,37.46,46.529,-9.069,9.069,0.5136035,0.614788,1,H1_smaller_boundary,45
28,1,28,4,4,4,0,64.08,43.8083,20.2717,20.2717,0.53040755,0.624391,0,H1_smaller_boundary,45
29,1,29,5,4,5,0,43.69,49.8898,-6.1998,6.1998,0.5092997,0.608378,1,H1_smaller_boundary,45
30,1,30,6,5,0,1,70.66,48.0299,22.6301,22.6301,0.63394515,0.670923,0,H1_smaller_boundary,45
31,1,31,7,5,1,0,50.44,54.8189,-4.3789,4.3789,0.50656835,0.618294,0,H1_smaller_boundary,45
32,1,32,8,5,2,0,39.88,53.5052,-13.6252,13.6252,0.5204378,0.62002,1,H1_smaller_boundary,45
33,1,33,9,5,3,0,42.14,49.4177,-7.2777,7.2777,0.51091655,0.607905,1,H1_smaller_boundary,45
34,1,34,10,5,4,0,32.13,47.2344,-15.1044,15.1044,0.5226566,0.634932,1,H1_smaller_boundary,45
35,1,35,11,5,5,0,34.04,42.7031,-8.6631,8.6631,0.51299465,0.626235,0,H1_smaller_boundary,45
36,1,36,12,6,0,1,45.48,40.1041,5.3759,5.3759,0.60806385,0.668349,1,H1_smaller_boundary,45
37,1,37,13,6,1,0,71.07,41.7169,29.3531,29.3531,0.54402965,0.648161,1,H1_smaller_boundary,45
38,1,38,14,6,2,0,73.99,50.5228,23.4672,23.4672,0.5352008,0.632855,1,H1_smaller_boundary,45
39,1,39,15,6,3,0,66.68,57.563,9.117,9.117,0.5136755,0.623517,0,H1_smaller_boundary,45
40,1,40,16,6,4,0,49.72,60.2981,-10.5781,10.5781,0.51586715,0.614725,0,H1_smaller_boundary,45
41,1,41,17,6,5,0,67.32,57.1247,10.1953,10.1953,0.51529295,0.617485,0,H1_smaller_boundary,45
42,1,42,18,7,0,1,84.47,60.1833,24.2867,24.2867,0.63643005,0.684499,1,H1_smaller_boundary,45
43,1,43,19,7,1,0,29.39,67.4693,-38.0793,38.0793,0.55711895,0.644987,1,H1_smaller_boundary,45
44,1,44,20,7,2,0,60.51,56.0455,4.4645,4.4645,0.50669675,0.638535,0,H1_smaller_boundary,45
45,1,45,21,7,3,0,58.46,57.3848,1.0752,1.0752,0.5016128,0.632461,1,H1_smaller_boundary,45
46,1,46,22,7,4,0,93.82,57.7074,36.1126,36.1126,0.5541689,0.64057,1,H1_smaller_boundary,45
47,1,47,23,7,5,0,62.62,68.5412,-5.9212,5.9212,0.5088818,0.630005,1,H1_smaller_boundary,45
48,2,48,0,8,0,0,57.42,50.0,7.42,7.42,0.51113,0.636252,1,H1_smaller_boundary,45
49,2,49,1,8,1,0,94.96,52.226,42.734,42.734,0.564101,0.650845,0,H1_smaller_boundary,45
50,2,50,2,8,2,0,38.61,65.0462,-26.4362,26.4362,0.5396543,0.639086,1,H1_smaller_boundary,45
51,2,51,3,8,3,0,96.87,57.1153,39.7547,39.7547,0.55963205,0.634988,0,H1_smaller_boundary,45
52,2,52,4,8,4,0,27.95,69.0417,-41.0917,41.0917,0.56163755,0.666948,1,H1_smaller_boundary,45
53,2,53,5,8,5,0,34.41,56.7142,-22.3042,22.3042,0.5334563,0.635321,0,H1_smaller_boundary,45
54,2,54,6,9,0,1,36.09,50.023,-13.933,13.933,0.6208994999999999,0.676159,1,H1_smaller_boundary,45
55,2,55,7,9,1,0,71.37,45.8431,25.5269,25.5269,0.53829035,0.657998,1,H1_smaller_boundary,45
56,2,56,8,9,2,0,68.33,53.5011,14.8289,14.8289,0.52224335,0.625856,1,H1_smaller_boundary,45
57,2,57,9,9,3,0,39.52,57.9498,-18.4298,18.4298,0.5276447,0.651997,0,H1_smaller_boundary,45
58,2,58,10,9,4,0,50.57,52.4209,-1.8509,1.8509,0.50277635,0.618126,0,H1_smaller_boundary,45
59,2,59,11,9,5,0,46.11,51.8656,-5.7556,5.7556,0.5086334,0.644788,0,H1_smaller_boundary,45
60,2,60,12,10,0,1,47.86,50.1389,-2.2789,2.2789,0.60341835,0.660001,0,H1_smaller_boundary,45
61,2,61,13,10,1,0,73.84,49.4552,24.3848,24.3848,0.5365772,0.607795,1,H1_smaller_boundary,45
62,2,62,14,10,2,0,7.93,56.7707,-48.8407,48.8407,0.5732610499999999,0.65083,1,H1_smaller_boundary,45
63,2,63,15,10,3,0,84.9,42.1185,42.7815,42.7815,0.56417225,0.653402,0,H1_smaller_boundary,45
64,2,64,16,10,4,0,63.36,54.9529,8.4071,8.4071,0.51261065,0.623506,0,H1_smaller_boundary,45
65,2,65,17,10,5,0,50.02,57.4751,-7.4551,7.4551,0.51118265,0.626403,1,H1_smaller_boundary,45
66,2,66,18,11,0,1,71.74,55.2385,16.5015,16.5015,0.62475225,0.656078,1,H1_smaller_boundary,45
67,2,67,19,11,1,0,32.52,60.189,-27.669,27.669,0.5415035,0.650427,0,H1_smaller_boundary,45
68,2,68,20,11,2,0,38.56,51.8883,-13.3283,13.3283,0.51999245,0.644431,1,H1_smaller_boundary,45
69,2,69,21,11,3,0,37.93,47.8898,-9.9598,9.9598,0.5149397,0.612028,1,H1_smaller_boundary,45
70,2,70,22,11,4,0,32.06,44.9019,-12.8419,12.8419,0.51926285,0.633132,0,H1_smaller_boundary,45
71,2,71,23,11,5,0,72.96,41.0493,31.9107,31.9107,0.54786605,0.620809,0,H1_smaller_boundary,45
72,3,72,0,12,0,0,19.1,50.0,-30.9,30.9,0.54635,0.615027,1,H1_smaller_boundary,45
73,3,73,1,12,1,0,81.31,40.73,40.58,40.58,0.56087,0.665614,1,H1_smaller_boundary,45
74,3,74,2,12,2,0,38.36,52.904,-14.544,14.544,0.5218160000000001,0.655784,1,H1_smaller_boundary,45
75,3,75,3,12,3,0,40.26,48.5408,-8.2808,8.2808,0.5124212,0.642049,1,H1_smaller_boundary,45
76,3,76,4,12,4,0,10.45,46.0566,-35.6066,35.6066,0.5534099,0.63545,0,H1_smaller_boundary,45
77,3,77,5,12,5,0,61.67,35.3746,26.2954,26.2954,0.5394431,0.631704,1,H1_smaller_boundary,45
78,3,78,6,13,0,1,34.05,43.2632,-9.2132,9.2132,0.6138198,0.686648,0,H1_smaller_boundary,45
79,3,79,7,13,1,0,64.62,40.4993,24.1207,24.1207,0.53618105,0.616182,0,H1_smaller_boundary,45
80,3,80,8,13,2,0,60.96,47.7355,13.2245,13.2245,0.51983675,0.651828,0,H1_smaller_boundary,45
81,3,81,9,13,3,0,46.44,51.7028,-5.2628,5.2628,0.5078942,0.615757,1,H1_smaller_boundary,45
82,3,82,10,13,4,0,25.02,50.124,-25.104,25.104,0.537656,0.627951,0,H1_smaller_boundary,45
83,3,83,11,13,5,0,46.92,42.5928,4.3272,4.3272,0.5064908,0.617977,1,H1_smaller_boundary,45
84,3,84,12,14,0,1,41.09,43.891,-2.801,2.801,0.6042015,0.664902,1,H1_smaller_boundary,45
85,3,85,13,14,1,0,33.76,43.0507,-9.2907,9.2907,0.51393605,0.626895,0,H1_smaller_boundary,45
86,3,86,14,14,2,0,34.49,40.2635,-5.7735,5.7735,0.50866025,0.613103,1,H1_smaller_boundary,45
87,3,87,15,14,3,0,58.36,38.5314,19.8286,19.8286,0.5297429,0.636311,1,H1_smaller_boundary,45
88,3,88,16,14,4,0,67.36,44.48,22.88,22.88,0.53432,0.639023,1,H1_smaller_boundary,45
89,3,89,17,14,5,0,40.91,51.344,-10.434,10.434,0.515651,0.65058,1,H1_smaller_boundary,45
90,3,90,18,15,0,1,57.19,48.2138,8.9762,8.9762,0.6134643,0.663901,1,H1_smaller_boundary,45
91,3,91,19,15,1,0,67.91,50.9067,17.0033,17.0033,0.52550495,0.631262,1,H1_smaller_boundary,45
92,3,92,20,15,2,0,41.55,56.0077,-14.4577,14.4577,0.52168655,0.623224,0,H1_smaller_boundary,45
93,3,93,21,15,3,0,67.49,51.6704,15.8196,15.8196,0.5237294,0.63781,1,H1_smaller_boundary,45
94,3,94,22,15,4,0,55.04,56.4163,-1.3763,1.3763,0.50206445,0.616158,1,H1_smaller_boundary,45
95,3,95,23,15,5,0,60.2,56.0034,4.1966,4.1966,0.5062949,0.617815,0,H1_smaller_boundary,45
0,0,0,0,0,0,0,54.71,50.0,4.71,4.71,0.507065,0.625164,1,H1_smaller_boundary,46
1,0,1,1,0,1,0,34.47,51.413,-16.943,16.943,0.5254145,0.635995,0,H1_smaller_boundary,46
2,0,2,2,0,2,0,60.1,46.3301,13.7699,13.7699,0.52065485,0.611099,1,H1_smaller_boundary,46
3,0,3,3,0,3,0,65.11,50.4611,14.6489,14.6489,0.52197335,0.631761,1,H1_smaller_boundary,46
4,0,4,4,0,4,0,25.52,54.8557,-29.3357,29.3357,0.54400355,0.622737,1,H1_smaller_boundary,46
5,0,5,5,0,5,0,30.95,46.055,-15.105,15.105,0.5226575,0.636719,1,H1_smaller_boundary,46
6,0,6,6,1,0,1,34.63,41.5235,-6.8935,6.8935,0.61034025,0.676727,1,H1_smaller_boundary,46
7,0,7,7,1,1,0,54.13,39.4555,14.6745,14.6745,0.52201175,0.642924,1,H1_smaller_boundary,46
8,0,8,8,1,2,0,39.26,43.8578,-4.5978,4.5978,0.5068967,0.631088,1,H1_smaller_boundary,46
9,0,9,9,1,3,0,36.95,42.4785,-5.5285,5.5285,0.50829275,0.643711,1,H1_smaller_boundary,46
10,0,10,10,1,4,0,79.93,40.8199,39.1101,39.1101,0.5586651499999999,0.658851,1,H1_smaller_boundary,46
11,0,11,11,1,5,0,29.02,52.553,-23.533,23.533,0.5352995,0.645546,1,H1_smaller_boundary,46
12,0,12,12,2,0,1,58.8,45.4931,13.3069,13.3069,0.6199603499999999,0.679212,0,H1_smaller_boundary,46
13,0,13,13,2,1,0,36.08,49.4851,-13.4051,13.4051,0.52010765,0.600525,1,H1_smaller_boundary,46
14,0,14,14,2,2,0,38.95,45.4636,-6.5136,6.5136,0.5097704,0.635833,0,H1_smaller_boundary,46
15,0,15,15,2,3,0,40.19,43.5095,-3.3195,3.3195,0.50497925,0.625653,1,H1_smaller_boundary,46
16,0,16,16,2,4,0,56.81,42.5137,14.2963,14.2963,0.52144445,0.647422,0,H1_smaller_boundary,46
17,0,17,17,2,5,0,30.8,46.8026,-16.0026,16.0026,0.5240039,0.628764,1,H1_smaller_boundary,46
18,0,18,18,3,0,1,62.89,42.0018,20.8882,20.8882,0.6313323,0.668086,0,H1_smaller_boundary,46
19,0,19,19,3,1,0,64.22,48.2683,15.9517,15.9517,0.52392755,0.634703,1,H1_smaller_boundary,46
20,0,20,20,3,2,0,73.96,53.0538,20.9062,20.9062,0.5313593,0.627081,1,H1_smaller_boundary,46
21,0,21,21,3,3,0,70.48,59.3256,11.1544,11.1544,0.5167316,0.628051,1,H1_smaller_boundary,46
22,0,22,22,3,4,0,41.41,62.672,-21.262,21.262,0.531893,0.653174,1,H1_smaller_boundary,46
23,0,23,23,3,5,0,60.34,56.2934,4.0466,4.0466,0.5060699,0.62744,1,H1_smaller_boundary,46
24,1,24,0,4,0,0,53.48,50.0,3.48,3.48,0.50522,0.623331,1,H1_smaller_boundary,46
25,1,25,1,4,1,0,28.08,51.044,-22.964,22.964,0.534446,0.657104,0,H1_smaller_boundary,46
26,1,26,2,4,2,0,46.07,44.1548,1.9152,1.9152,0.5028728,0.597035,1,H1_smaller_boundary,46
27,1,27,3,4,3,0,37.05,44.7294,-7.6794,7.6794,0.5115191,0.646123,1,H1_smaller_boundary,46
28,1,28,4,4,4,0,38.16,42.4256,-4.2656,4.2656,0.5063984,0.622342,1,H1_smaller_boundary,46
29,1,29,5,4,5,0,76.33,41.1459,35.1841,35.1841,0.55277615,0.652741,1,H1_smaller_boundary,46
30,1,30,6,5,0,1,38.5,51.7011,-13.2011,13.2011,0.61980165,0.675135,1,H1_smaller_boundary,46
31,1,31,7,5,1,0,59.19,47.7408,11.4492,11.4492,0.5171738,0.626321,1,H1_smaller_boundary,46
32,1,32,8,5,2,0,54.1,51.1755,2.9245,2.9245,0.50438675,0.641744,1,H1_smaller_boundary,46
33,1,33,9,5,3,0,74.68,52.0529,22.6271,22.6271,0.53394065,0.628485,0,H1_smaller_boundary,46
34,1,34,10,5,4,0,0.0,58.841,-58.841,58.841,0.5882615,0.64929,0,H1_smaller_boundary,46
35,1,35,11,5,5,0,58.99,41.1887,17.8013,17.8013,0.52670195,0.634281,0,H1_smaller_boundary,46
36,1,36,12,6,0,1,41.7,46.5291,-4.8291,4.8291,0.60724365,0.672485,1,H1_smaller_boundary,46
37,1,37,13,6,1,0,66.44,45.0804,21.3596,21.3596,0.5320394,0.647482,1,H1_smaller_boundary,46
38,1,38,14,6,2,0,35.11,51.4883,-16.3783,16.3783,0.52456745,0.635214,1,H1_smaller_boundary,46
39,1,39,15,6,3,0,76.47,46.5748,29.8952,29.8952,0.5448428,0.640086,0,H1_smaller_boundary,46
40,1,40,16,6,4,0,60.44,55.5433,4.8967,4.8967,0.50734505,0.63885,1,H1_smaller_boundary,46
41,1,41,17,6,5,0,58.93,57.0123,1.9177,1.9177,0.50287655,0.609395,1,H1_smaller_boundary,46
42,1,42,18,7,0,1,30.68,57.5876,-26.9076,26.9076,0.6403614,0.692436,1,H1_smaller_boundary,46
43,1,43,19,7,1,0,44.57,49.5153,-4.9453,4.9453,0.50741795,0.634115,1,H1_smaller_boundary,46
44,1,44,20,7,2,0,53.77,48.0317,5.7383,5.7383,0.50860745,0.602028,1,H1_smaller_boundary,46
45,1,45,21,7,3,0,49.72,49.7532,-0.0332,0.0332,0.5000498,0.63547,1,H1_smaller_boundary,46
46,1,46,22,7,4,0,15.64,49.7433,-34.1033,34.1033,0.55115495,0.645771,0,H1_smaller_boundary,46
47,1,47,23,7,5,0,82.23,39.5123,42.7177,42.7177,0.56407655,0.665492,1,H1_smaller_boundary,46
48,2,48,0,8,0,0,71.25,50.0,21.25,21.25,0.531875,0.641338,1,H1_smaller_boundary,46
49,2,49,1,8,1,0,62.38,56.375,6.005,6.005,0.5090075,0.630228,1,H1_smaller_boundary,46
50,2,50,2,8,2,0,34.84,58.1765,-23.3365,23.3365,0.53500475,0.651733,0,H1_smaller_boundary,46
51,2,51,3,8,3,0,29.7,51.1756,-21.4756,21.4756,0.5322134,0.625209,1,H1_smaller_boundary,46
52,2,52,4,8,4,0,59.08,44.7329,14.3471,14.3471,0.52152065,0.616439,1,H1_smaller_boundary,46
53,2,53,5,8,5,0,26.64,49.037,-22.397,22.397,0.5335955,0.634596,1,H1_smaller_boundary,46
54,2,54,6,9,0,1,50.18,42.3179,7.8621,7.8621,0.61179315,0.674846,1,H1_smaller_boundary,46
55,2,55,7,9,1,0,46.06,44.6765,1.3835,1.3835,0.50207525,0.624393,0,H1_smaller_boundary,46
56,2,56,8,9,2,0,34.84,45.0916,-10.2516,10.2516,0.5153774,0.62776,0,H1_smaller_boundary,46
57,2,57,9,9,3,0,51.71,42.0161,9.6939,9.6939,0.51454085,0.639318,1,H1_smaller_boundary,46
58,2,58,10,9,4,0,62.23,44.9243,17.3057,17.3057,0.52595855,0.628304,0,H1_smaller_boundary,46
59,2,59,11,9,5,0,17.5,50.116,-32.616,32.616,0.548924,0.636496,1,H1_smaller_boundary,46
60,2,60,12,10,0,1,20.6,40.3312,-19.7312,19.7312,0.6295968,0.6997,1,H1_smaller_boundary,46
61,2,61,13,10,1,0,57.38,34.4118,22.9682,22.9682,0.5344523,0.627558,0,H1_smaller_boundary,46
62,2,62,14,10,2,0,32.91,41.3023,-8.3923,8.3923,0.51258845,0.620153,0,H1_smaller_boundary,46
63,2,63,15,10,3,0,34.76,38.7846,-4.0246,4.0246,0.5060369,0.605377,0,H1_smaller_boundary,46
64,2,64,16,10,4,0,43.42,37.5772,5.8428,5.8428,0.5087642,0.615057,1,H1_smaller_boundary,46
65,2,65,17,10,5,0,29.15,39.3301,-10.1801,10.1801,0.51527015,0.621138,1,H1_smaller_boundary,46
66,2,66,18,11,0,1,53.14,36.276,16.864,16.864,0.625296,0.708958,1,H1_smaller_boundary,46
67,2,67,19,11,1,0,34.98,41.3352,-6.3552,6.3552,0.5095328,0.602342,0,H1_smaller_boundary,46
68,2,68,20,11,2,0,48.31,39.4287,8.8813,8.8813,0.51332195,0.628704,1,H1_smaller_boundary,46
69,2,69,21,11,3,0,50.74,42.0931,8.6469,8.6469,0.51297035,0.625687,0,H1_smaller_boundary,46
70,2,70,22,11,4,0,62.71,44.6871,18.0229,18.0229,0.52703435,0.63845,1,H1_smaller_boundary,46
71,2,71,23,11,5,0,44.25,50.094,-5.844,5.844,0.508766,0.630497,1,H1_smaller_boundary,46
72,3,72,0,12,0,0,39.45,50.0,-10.55,10.55,0.515825,0.621378,1,H1_smaller_boundary,46
73,3,73,1,12,1,0,74.53,46.835,27.695,27.695,0.5415425,0.658922,0,H1_smaller_boundary,46
74,3,74,2,12,2,0,0.0,55.1435,-55.1435,55.1435,0.58271525,0.66647,1,H1_smaller_boundary,46
75,3,75,3,12,3,0,49.89,38.6004,11.2895,11.2895,0.51693425,0.619477,1,H1_smaller_boundary,46
76,3,76,4,12,4,0,50.47,41.9873,8.4827,8.4827,0.51272405,0.633463,0,H1_smaller_boundary,46
77,3,77,5,12,5,0,9.3,44.5321,-35.2321,35.2321,0.55284815,0.652829,1,H1_smaller_boundary,46
78,3,78,6,13,0,1,5.72,33.9625,-28.2425,28.2425,0.64236375,0.687364,0,H1_smaller_boundary,46
79,3,79,7,13,1,0,70.57,25.4897,45.0803,45.0803,0.5676204499999999,0.669749,0,H1_smaller_boundary,46
80,3,80,8,13,2,0,25.29,39.0138,-13.7238,13.7238,0.5205857,0.646998,1,H1_smaller_boundary,46
81,3,81,9,13,3,0,40.23,34.8967,5.3333,5.3333,0.50799995,0.633364,0,H1_smaller_boundary,46
82,3,82,10,13,4,0,24.23,36.4967,-12.2667,12.2667,0.51840005,0.636689,0,H1_smaller_boundary,46
83,3,83,11,13,5,0,33.01,32.8167,0.1933,0.1933,0.50028995,0.620074,1,H1_smaller_boundary,46
